Filename	Sublocation	Perturbation
bin5BADparticle14.bmp	0	None
bin5particle161.bmp	1	None
bin5particle440.bmp	2	None
bin5particle195.bmp	3	None
bin5BADparticle54.bmp	4	None
bin5particle309.bmp	5	None
bin5BADparticle17.bmp	6	None
bin5BADparticle83.bmp	7	None
bin5BADparticle70.bmp	8	None
bin5particle220.bmp	9	None
bin5particle189.bmp	10	None
bin5particle243.bmp	11	None
bin5particle7.bmp	12	None
bin5BADparticle36.bmp	13	None
bin5particle186.bmp	14	None
bin5particle112.bmp	15	None
bin5particle129.bmp	16	None
bin5particle301.bmp	17	None
bin5particle168.bmp	18	None
bin5particle126.bmp	19	None
bin5particle371.bmp	20	None
bin5particle137.bmp	21	None
bin5particle447.bmp	22	None
bin5particle42.bmp	23	None
bin5particle172.bmp	24	None
bin5BADparticle80.bmp	25	None
bin5particle376.bmp	26	None
bin5BADparticle47.bmp	27	None
bin5BADparticle92.bmp	28	None
bin5particle444.bmp	29	None
bin5BADparticle76.bmp	30	None
bin5BADparticle32.bmp	31	None
bin5BADparticle55.bmp	32	None
bin5particle211.bmp	33	None
bin5particle437.bmp	34	None
bin5particle107.bmp	35	None
bin5particle412.bmp	36	None
bin5BADparticle88.bmp	37	None
bin5particle427.bmp	38	None
bin5particle198.bmp	39	None
bin5particle133.bmp	40	None
bin5particle175.bmp	41	None
bin5particle274.bmp	42	None
bin5particle225.bmp	43	None
bin5particle28.bmp	44	None
bin5particle59.bmp	45	None
bin5particle452.bmp	46	None
bin5particle275.bmp	47	None
bin5particle381.bmp	48	None
bin5particle344.bmp	49	None
bin5particle314.bmp	50	None
bin5BADparticle61.bmp	51	None
bin5particle390.bmp	52	None
bin5particle191.bmp	53	None
bin5particle60.bmp	54	None
bin5particle289.bmp	55	None
bin5particle54.bmp	56	None
bin5particle363.bmp	57	None
bin5particle413.bmp	58	None
bin5particle297.bmp	59	None
bin5particle163.bmp	60	None
bin5particle209.bmp	61	None
bin5particle79.bmp	62	None
bin5particle315.bmp	63	None
bin5particle387.bmp	64	None
bin5particle70.bmp	65	None
bin5BADparticle8.bmp	66	None
bin5BADparticle95.bmp	67	None
bin5BADparticle39.bmp	68	None
bin5particle134.bmp	69	None
bin5particle232.bmp	70	None
bin5particle57.bmp	71	None
bin5particle44.bmp	72	None
bin5particle313.bmp	73	None
bin5particle410.bmp	74	None
bin5particle273.bmp	75	None
bin5particle117.bmp	76	None
bin5particle312.bmp	77	None
bin5particle259.bmp	78	None
bin5BADparticle63.bmp	79	None
bin5particle53.bmp	80	None
bin5particle75.bmp	81	None
bin5particle298.bmp	82	None
bin5particle90.bmp	83	None
bin5particle244.bmp	84	None
bin5particle218.bmp	85	None
bin5particle20.bmp	86	None
bin5particle96.bmp	87	None
bin5particle158.bmp	88	None
bin5particle335.bmp	89	None
bin5BADparticle62.bmp	90	None
bin5BADparticle66.bmp	91	None
bin5particle55.bmp	92	None
bin5particle264.bmp	93	None
bin5particle382.bmp	94	None
bin5BADparticle78.bmp	95	None
bin5particle434.bmp	96	None
bin5particle308.bmp	97	None
bin5particle265.bmp	98	None
bin5BADparticle18.bmp	99	None
78	22
