Filename	Sublocation	Perturbation
bin5particle62.bmp	0	None
bin5particle254.bmp	1	None
bin5BADparticle87.bmp	2	None
bin5BADparticle71.bmp	3	None
bin5particle145.bmp	4	None
bin5particle365.bmp	5	None
bin5particle81.bmp	6	None
bin5particle118.bmp	7	None
bin5particle146.bmp	8	None
bin5particle15.bmp	9	None
bin5particle219.bmp	10	None
bin5particle166.bmp	11	None
bin5BADparticle21.bmp	12	None
bin5particle37.bmp	13	None
bin5particle73.bmp	14	None
bin5particle253.bmp	15	None
bin5particle156.bmp	16	None
bin5particle77.bmp	17	None
bin5particle236.bmp	18	None
bin5particle235.bmp	19	None
bin5particle32.bmp	20	None
bin5particle336.bmp	21	None
bin5particle187.bmp	22	None
bin5BADparticle28.bmp	23	None
bin5particle438.bmp	24	None
bin5BADparticle16.bmp	25	None
bin5BADparticle41.bmp	26	None
bin5particle152.bmp	27	None
bin5particle421.bmp	28	None
bin5particle149.bmp	29	None
bin5particle391.bmp	30	None
bin5particle258.bmp	31	None
bin5particle240.bmp	32	None
bin5particle230.bmp	33	None
bin5particle164.bmp	34	None
bin5particle147.bmp	35	None
bin5particle380.bmp	36	None
bin5particle89.bmp	37	None
bin5particle144.bmp	38	None
bin5particle374.bmp	39	None
bin5particle389.bmp	40	None
bin5BADparticle19.bmp	41	None
bin5particle280.bmp	42	None
bin5particle17.bmp	43	None
bin5particle446.bmp	44	None
bin5BADparticle67.bmp	45	None
bin5particle411.bmp	46	None
bin5particle294.bmp	47	None
bin5particle40.bmp	48	None
bin5particle245.bmp	49	None
bin5particle192.bmp	50	None
bin5particle445.bmp	51	None
bin5BADparticle50.bmp	52	None
bin5particle425.bmp	53	None
bin5particle171.bmp	54	None
bin5particle136.bmp	55	None
bin5particle212.bmp	56	None
bin5particle25.bmp	57	None
bin5particle386.bmp	58	None
bin5particle358.bmp	59	None
bin5BADparticle6.bmp	60	None
bin5particle100.bmp	61	None
bin5BADparticle100.bmp	62	None
bin5particle246.bmp	63	None
bin5particle178.bmp	64	None
bin5particle204.bmp	65	None
bin5particle348.bmp	66	None
bin5particle424.bmp	67	None
bin5particle384.bmp	68	None
bin5particle351.bmp	69	None
bin5particle296.bmp	70	None
bin5particle370.bmp	71	None
bin5particle428.bmp	72	None
bin5particle435.bmp	73	None
bin5particle43.bmp	74	None
bin5particle49.bmp	75	None
bin5BADparticle40.bmp	76	None
bin5particle213.bmp	77	None
bin5particle262.bmp	78	None
bin5particle182.bmp	79	None
bin5BADparticle73.bmp	80	None
bin5particle208.bmp	81	None
bin5particle284.bmp	82	None
bin5BADparticle49.bmp	83	None
bin5particle406.bmp	84	None
bin5particle52.bmp	85	None
bin5particle38.bmp	86	None
bin5BADparticle22.bmp	87	None
bin5particle238.bmp	88	None
bin5particle21.bmp	89	None
bin5particle33.bmp	90	None
bin5particle378.bmp	91	None
bin5particle80.bmp	92	None
bin5particle319.bmp	93	None
bin5particle63.bmp	94	None
bin5particle71.bmp	95	None
bin5particle170.bmp	96	None
bin5particle457.bmp	97	None
bin5particle271.bmp	98	None
bin5particle352.bmp	99	None
85	15
