Filename	Sublocation	Perturbation
bin5particle404.bmp	0	ROTATE_270
bin5BADparticle50.bmp	1	FLIP_LEFT_RIGHT
bin5particle447.bmp	2	FLIP_LEFT_RIGHT
bin5BADparticle75.bmp	3	None
bin5BADparticle14.bmp	4	ROTATE_270
bin5BADparticle81.bmp	5	ROTATE_270
bin5BADparticle89.bmp	6	FLIP_LEFT_RIGHT
bin5particle287.bmp	7	None
bin5BADparticle65.bmp	8	FLIP_TOP_BOTTOM
bin5particle221.bmp	9	ROTATE_90
bin5particle5.bmp	10	None
bin5BADparticle72.bmp	11	None
bin5particle412.bmp	12	FLIP_LEFT_RIGHT
bin5particle161.bmp	13	ROTATE_270
bin5particle291.bmp	14	ROTATE_270
bin5particle461.bmp	15	None
bin5particle340.bmp	16	ROTATE_180
bin5particle164.bmp	17	ROTATE_90
bin5BADparticle7.bmp	18	ROTATE_180
bin5particle258.bmp	19	None
bin5BADparticle84.bmp	20	FLIP_TOP_BOTTOM
bin5particle69.bmp	21	None
bin5particle198.bmp	22	ROTATE_180
bin5particle244.bmp	23	ROTATE_90
bin5particle338.bmp	24	None
bin5particle86.bmp	25	FLIP_LEFT_RIGHT
bin5particle356.bmp	26	FLIP_TOP_BOTTOM
bin5particle250.bmp	27	ROTATE_90
bin5BADparticle38.bmp	28	ROTATE_90
bin5particle60.bmp	29	ROTATE_270
bin5particle276.bmp	30	None
bin5particle35.bmp	31	FLIP_TOP_BOTTOM
bin5BADparticle28.bmp	32	None
bin5particle407.bmp	33	FLIP_TOP_BOTTOM
bin5particle433.bmp	34	FLIP_LEFT_RIGHT
bin5BADparticle93.bmp	35	FLIP_TOP_BOTTOM
bin5particle456.bmp	36	None
bin5particle176.bmp	37	ROTATE_90
bin5BADparticle62.bmp	38	FLIP_TOP_BOTTOM
bin5particle21.bmp	39	None
bin5particle268.bmp	40	FLIP_LEFT_RIGHT
bin5particle443.bmp	41	None
bin5particle279.bmp	42	FLIP_TOP_BOTTOM
bin5BADparticle98.bmp	43	FLIP_LEFT_RIGHT
bin5BADparticle21.bmp	44	FLIP_LEFT_RIGHT
bin5particle43.bmp	45	None
bin5BADparticle85.bmp	46	ROTATE_90
bin5BADparticle59.bmp	47	FLIP_LEFT_RIGHT
bin5particle362.bmp	48	FLIP_LEFT_RIGHT
bin5particle352.bmp	49	None
bin5BADparticle42.bmp	50	ROTATE_270
bin5BADparticle90.bmp	51	ROTATE_270
bin5BADparticle29.bmp	52	FLIP_LEFT_RIGHT
bin5particle438.bmp	53	None
bin5BADparticle64.bmp	54	FLIP_LEFT_RIGHT
bin5particle358.bmp	55	ROTATE_270
bin5particle363.bmp	56	None
bin5particle436.bmp	57	None
bin5particle293.bmp	58	FLIP_LEFT_RIGHT
bin5particle87.bmp	59	FLIP_LEFT_RIGHT
bin5BADparticle79.bmp	60	FLIP_TOP_BOTTOM
bin5particle308.bmp	61	ROTATE_90
bin5particle318.bmp	62	None
bin5BADparticle80.bmp	63	None
bin5particle54.bmp	64	FLIP_LEFT_RIGHT
bin5particle333.bmp	65	None
bin5BADparticle95.bmp	66	ROTATE_270
bin5particle22.bmp	67	ROTATE_180
bin5particle234.bmp	68	ROTATE_270
bin5particle135.bmp	69	FLIP_LEFT_RIGHT
bin5BADparticle26.bmp	70	FLIP_LEFT_RIGHT
bin5particle329.bmp	71	ROTATE_180
bin5particle46.bmp	72	None
bin5BADparticle34.bmp	73	None
bin5particle445.bmp	74	FLIP_TOP_BOTTOM
bin5particle51.bmp	75	ROTATE_180
bin5BADparticle45.bmp	76	ROTATE_90
bin5BADparticle56.bmp	77	None
bin5particle441.bmp	78	None
bin5particle309.bmp	79	ROTATE_180
bin5BADparticle47.bmp	80	ROTATE_90
bin5particle61.bmp	81	ROTATE_90
bin5BADparticle43.bmp	82	None
bin5particle350.bmp	83	None
bin5particle346.bmp	84	FLIP_LEFT_RIGHT
bin5particle165.bmp	85	ROTATE_90
bin5BADparticle99.bmp	86	None
bin5particle378.bmp	87	FLIP_TOP_BOTTOM
bin5BADparticle54.bmp	88	ROTATE_90
bin5particle277.bmp	89	FLIP_LEFT_RIGHT
bin5particle392.bmp	90	ROTATE_90
bin5particle396.bmp	91	FLIP_LEFT_RIGHT
bin5particle429.bmp	92	ROTATE_90
bin5BADparticle97.bmp	93	ROTATE_270
bin5BADparticle24.bmp	94	None
bin5particle152.bmp	95	FLIP_TOP_BOTTOM
bin5particle114.bmp	96	None
bin5BADparticle63.bmp	97	None
bin5particle269.bmp	98	FLIP_LEFT_RIGHT
bin5particle109.bmp	99	None
65	35
