Filename	Sublocation	Perturbation
bin5particle396.bmp	0	None
bin5BADparticle25.bmp	1	FLIP_TOP_BOTTOM
bin5BADparticle84.bmp	2	None
bin5BADparticle24.bmp	3	None
bin5BADparticle52.bmp	4	FLIP_LEFT_RIGHT
bin5BADparticle47.bmp	5	FLIP_TOP_BOTTOM
bin5BADparticle81.bmp	6	None
bin5particle250.bmp	7	None
bin5particle306.bmp	8	FLIP_TOP_BOTTOM
bin5BADparticle21.bmp	9	None
bin5particle378.bmp	10	None
bin5BADparticle34.bmp	11	FLIP_LEFT_RIGHT
bin5BADparticle56.bmp	12	ROTATE_270
bin5particle329.bmp	13	FLIP_TOP_BOTTOM
bin5BADparticle54.bmp	14	None
bin5particle103.bmp	15	ROTATE_270
bin5BADparticle42.bmp	16	ROTATE_90
bin5particle165.bmp	17	ROTATE_270
bin5BADparticle65.bmp	18	FLIP_TOP_BOTTOM
bin5particle309.bmp	19	FLIP_TOP_BOTTOM
bin5particle117.bmp	20	ROTATE_90
bin5BADparticle69.bmp	21	FLIP_TOP_BOTTOM
bin5BADparticle14.bmp	22	FLIP_LEFT_RIGHT
bin5BADparticle10.bmp	23	ROTATE_270
bin5particle63.bmp	24	None
bin5particle88.bmp	25	None
bin5particle318.bmp	26	None
bin5BADparticle79.bmp	27	None
bin5BADparticle72.bmp	28	None
bin5BADparticle15.bmp	29	ROTATE_180
bin5BADparticle58.bmp	30	ROTATE_270
bin5particle164.bmp	31	ROTATE_270
bin5BADparticle29.bmp	32	FLIP_TOP_BOTTOM
bin5particle365.bmp	33	ROTATE_90
bin5particle403.bmp	34	ROTATE_90
bin5particle62.bmp	35	None
bin5particle87.bmp	36	ROTATE_270
bin5BADparticle97.bmp	37	None
bin5particle114.bmp	38	FLIP_LEFT_RIGHT
bin5particle325.bmp	39	ROTATE_90
bin5BADparticle41.bmp	40	None
bin5particle61.bmp	41	ROTATE_270
bin5BADparticle75.bmp	42	ROTATE_90
bin5particle187.bmp	43	FLIP_TOP_BOTTOM
bin5BADparticle90.bmp	44	None
bin5BADparticle6.bmp	45	ROTATE_180
bin5particle293.bmp	46	None
bin5particle21.bmp	47	ROTATE_90
bin5particle340.bmp	48	ROTATE_180
bin5BADparticle63.bmp	49	FLIP_LEFT_RIGHT
bin5particle69.bmp	50	FLIP_TOP_BOTTOM
bin5particle43.bmp	51	ROTATE_180
bin5BADparticle95.bmp	52	FLIP_LEFT_RIGHT
bin5BADparticle33.bmp	53	ROTATE_180
bin5particle346.bmp	54	ROTATE_270
bin5BADparticle23.bmp	55	ROTATE_180
bin5BADparticle45.bmp	56	ROTATE_90
bin5particle277.bmp	57	ROTATE_270
bin5BADparticle59.bmp	58	FLIP_TOP_BOTTOM
bin5BADparticle36.bmp	59	ROTATE_90
bin5BADparticle80.bmp	60	None
bin5particle445.bmp	61	ROTATE_270
bin5particle152.bmp	62	FLIP_LEFT_RIGHT
bin5particle17.bmp	63	ROTATE_270
bin5particle51.bmp	64	FLIP_TOP_BOTTOM
bin5BADparticle93.bmp	65	ROTATE_180
bin5particle436.bmp	66	FLIP_LEFT_RIGHT
bin5BADparticle44.bmp	67	FLIP_TOP_BOTTOM
bin5particle54.bmp	68	None
bin5particle176.bmp	69	ROTATE_90
bin5BADparticle20.bmp	70	None
bin5BADparticle43.bmp	71	FLIP_TOP_BOTTOM
bin5particle119.bmp	72	ROTATE_180
bin5BADparticle64.bmp	73	None
bin5particle443.bmp	74	ROTATE_270
bin5particle308.bmp	75	None
bin5BADparticle53.bmp	76	None
bin5particle417.bmp	77	None
bin5particle356.bmp	78	None
bin5particle447.bmp	79	None
bin5particle373.bmp	80	FLIP_LEFT_RIGHT
bin5BADparticle62.bmp	81	FLIP_LEFT_RIGHT
bin5BADparticle28.bmp	82	ROTATE_90
bin5particle287.bmp	83	ROTATE_90
bin5BADparticle98.bmp	84	None
bin5BADparticle85.bmp	85	None
bin5BADparticle71.bmp	86	FLIP_LEFT_RIGHT
bin5BADparticle38.bmp	87	FLIP_LEFT_RIGHT
bin5BADparticle7.bmp	88	None
bin5particle362.bmp	89	FLIP_TOP_BOTTOM
bin5BADparticle50.bmp	90	FLIP_LEFT_RIGHT
bin5particle128.bmp	91	ROTATE_180
bin5particle386.bmp	92	FLIP_TOP_BOTTOM
bin5BADparticle89.bmp	93	FLIP_LEFT_RIGHT
bin5particle392.bmp	94	FLIP_TOP_BOTTOM
bin5BADparticle78.bmp	95	FLIP_TOP_BOTTOM
bin5particle312.bmp	96	None
bin5BADparticle99.bmp	97	FLIP_LEFT_RIGHT
bin5particle86.bmp	98	FLIP_TOP_BOTTOM
bin5BADparticle86.bmp	99	FLIP_TOP_BOTTOM
49	51
