Filename	Sublocation	Perturbation
bin5BADparticle65.bmp	0	ROTATE_90
bin5BADparticle69.bmp	1	ROTATE_270
bin5particle293.bmp	2	FLIP_LEFT_RIGHT
bin5particle348.bmp	3	ROTATE_90
bin5particle236.bmp	4	ROTATE_270
bin5BADparticle97.bmp	5	ROTATE_270
bin5BADparticle41.bmp	6	ROTATE_270
bin5particle187.bmp	7	FLIP_LEFT_RIGHT
bin5BADparticle86.bmp	8	FLIP_LEFT_RIGHT
bin5BADparticle76.bmp	9	FLIP_LEFT_RIGHT
bin5BADparticle12.bmp	10	FLIP_TOP_BOTTOM
bin5BADparticle59.bmp	11	None
bin5particle219.bmp	12	None
bin5particle29.bmp	13	FLIP_TOP_BOTTOM
bin5particle235.bmp	14	None
bin5particle420.bmp	15	ROTATE_90
bin5particle361.bmp	16	FLIP_LEFT_RIGHT
bin5BADparticle33.bmp	17	FLIP_TOP_BOTTOM
bin5BADparticle98.bmp	18	ROTATE_90
bin5BADparticle26.bmp	19	None
bin5BADparticle85.bmp	20	FLIP_LEFT_RIGHT
bin5BADparticle28.bmp	21	FLIP_LEFT_RIGHT
bin5particle32.bmp	22	FLIP_LEFT_RIGHT
bin5BADparticle4.bmp	23	FLIP_LEFT_RIGHT
bin5particle277.bmp	24	ROTATE_180
bin5BADparticle48.bmp	25	FLIP_TOP_BOTTOM
bin5BADparticle15.bmp	26	None
bin5particle98.bmp	27	None
bin5particle99.bmp	28	ROTATE_270
bin5BADparticle25.bmp	29	ROTATE_270
bin5particle437.bmp	30	ROTATE_270
bin5BADparticle70.bmp	31	None
bin5BADparticle1.bmp	32	ROTATE_270
bin5particle368.bmp	33	ROTATE_90
bin5particle83.bmp	34	FLIP_LEFT_RIGHT
bin5BADparticle90.bmp	35	FLIP_LEFT_RIGHT
bin5particle185.bmp	36	None
bin5BADparticle55.bmp	37	None
bin5particle362.bmp	38	ROTATE_90
bin5particle85.bmp	39	None
bin5BADparticle72.bmp	40	FLIP_LEFT_RIGHT
bin5particle357.bmp	41	None
bin5particle387.bmp	42	ROTATE_270
bin5particle383.bmp	43	FLIP_TOP_BOTTOM
bin5BADparticle36.bmp	44	ROTATE_270
bin5BADparticle52.bmp	45	None
bin5particle113.bmp	46	ROTATE_90
bin5BADparticle6.bmp	47	ROTATE_270
bin5BADparticle58.bmp	48	FLIP_TOP_BOTTOM
bin5BADparticle3.bmp	49	FLIP_LEFT_RIGHT
bin5particle123.bmp	50	None
bin5BADparticle84.bmp	51	ROTATE_270
bin5BADparticle51.bmp	52	FLIP_TOP_BOTTOM
bin5particle406.bmp	53	ROTATE_90
bin5BADparticle63.bmp	54	None
bin5particle381.bmp	55	FLIP_LEFT_RIGHT
bin5BADparticle46.bmp	56	ROTATE_180
bin5BADparticle7.bmp	57	None
bin5particle418.bmp	58	FLIP_LEFT_RIGHT
bin5BADparticle9.bmp	59	None
bin5BADparticle62.bmp	60	None
bin5particle27.bmp	61	ROTATE_90
bin5BADparticle94.bmp	62	ROTATE_90
bin5particle75.bmp	63	None
bin5BADparticle79.bmp	64	ROTATE_180
bin5BADparticle80.bmp	65	None
bin5BADparticle57.bmp	66	None
bin5particle436.bmp	67	ROTATE_180
bin5particle175.bmp	68	ROTATE_270
bin5BADparticle44.bmp	69	ROTATE_180
bin5particle263.bmp	70	FLIP_LEFT_RIGHT
bin5particle95.bmp	71	ROTATE_180
bin5particle298.bmp	72	None
bin5BADparticle16.bmp	73	None
bin5BADparticle10.bmp	74	None
bin5BADparticle83.bmp	75	ROTATE_270
bin5particle253.bmp	76	None
bin5BADparticle93.bmp	77	FLIP_TOP_BOTTOM
bin5particle129.bmp	78	None
bin5particle413.bmp	79	ROTATE_270
bin5particle42.bmp	80	ROTATE_270
bin5particle431.bmp	81	FLIP_LEFT_RIGHT
bin5BADparticle67.bmp	82	None
bin5BADparticle95.bmp	83	ROTATE_270
bin5particle136.bmp	84	ROTATE_270
bin5particle9.bmp	85	None
bin5BADparticle37.bmp	86	ROTATE_90
bin5BADparticle22.bmp	87	FLIP_TOP_BOTTOM
bin5particle296.bmp	88	None
bin5particle262.bmp	89	FLIP_LEFT_RIGHT
bin5particle273.bmp	90	None
bin5BADparticle24.bmp	91	ROTATE_90
bin5particle146.bmp	92	FLIP_LEFT_RIGHT
bin5BADparticle18.bmp	93	None
bin5BADparticle45.bmp	94	FLIP_TOP_BOTTOM
bin5BADparticle29.bmp	95	None
bin5particle363.bmp	96	ROTATE_180
bin5particle190.bmp	97	FLIP_TOP_BOTTOM
bin5BADparticle11.bmp	98	ROTATE_270
bin5BADparticle89.bmp	99	FLIP_LEFT_RIGHT
47	53
