Filename	Sublocation	Perturbation
bin5BADparticle24.bmp	0	FLIP_LEFT_RIGHT
bin5particle444.bmp	1	None
bin5BADparticle39.bmp	2	None
bin5particle409.bmp	3	FLIP_LEFT_RIGHT
bin5BADparticle22.bmp	4	FLIP_TOP_BOTTOM
bin5BADparticle28.bmp	5	None
bin5particle239.bmp	6	ROTATE_270
bin5particle263.bmp	7	FLIP_TOP_BOTTOM
bin5BADparticle91.bmp	8	None
bin5particle70.bmp	9	None
bin5BADparticle73.bmp	10	ROTATE_270
bin5particle346.bmp	11	None
bin5particle413.bmp	12	FLIP_LEFT_RIGHT
bin5particle58.bmp	13	FLIP_LEFT_RIGHT
bin5particle91.bmp	14	FLIP_TOP_BOTTOM
bin5particle83.bmp	15	ROTATE_90
bin5particle121.bmp	16	ROTATE_270
bin5particle99.bmp	17	FLIP_TOP_BOTTOM
bin5particle60.bmp	18	FLIP_LEFT_RIGHT
bin5particle318.bmp	19	FLIP_TOP_BOTTOM
bin5particle315.bmp	20	None
bin5particle403.bmp	21	None
bin5BADparticle90.bmp	22	None
bin5BADparticle36.bmp	23	ROTATE_180
bin5BADparticle37.bmp	24	None
bin5BADparticle18.bmp	25	None
bin5particle175.bmp	26	None
bin5particle146.bmp	27	ROTATE_180
bin5particle217.bmp	28	FLIP_LEFT_RIGHT
bin5BADparticle47.bmp	29	FLIP_LEFT_RIGHT
bin5particle138.bmp	30	ROTATE_270
bin5particle257.bmp	31	FLIP_TOP_BOTTOM
bin5particle202.bmp	32	FLIP_LEFT_RIGHT
bin5particle169.bmp	33	ROTATE_270
bin5particle77.bmp	34	ROTATE_270
bin5particle295.bmp	35	FLIP_LEFT_RIGHT
bin5particle133.bmp	36	FLIP_LEFT_RIGHT
bin5particle376.bmp	37	None
bin5particle380.bmp	38	FLIP_TOP_BOTTOM
bin5particle275.bmp	39	FLIP_LEFT_RIGHT
bin5BADparticle87.bmp	40	FLIP_LEFT_RIGHT
bin5particle334.bmp	41	FLIP_TOP_BOTTOM
bin5particle189.bmp	42	ROTATE_270
bin5particle342.bmp	43	None
bin5particle264.bmp	44	FLIP_TOP_BOTTOM
bin5particle212.bmp	45	FLIP_TOP_BOTTOM
bin5particle279.bmp	46	ROTATE_180
bin5particle42.bmp	47	ROTATE_270
bin5particle179.bmp	48	None
bin5BADparticle21.bmp	49	None
bin5particle152.bmp	50	FLIP_TOP_BOTTOM
bin5particle222.bmp	51	FLIP_TOP_BOTTOM
bin5particle188.bmp	52	FLIP_LEFT_RIGHT
bin5BADparticle65.bmp	53	ROTATE_90
bin5particle400.bmp	54	ROTATE_90
bin5BADparticle33.bmp	55	ROTATE_270
bin5particle322.bmp	56	ROTATE_90
bin5BADparticle60.bmp	57	ROTATE_270
bin5BADparticle29.bmp	58	ROTATE_270
bin5particle452.bmp	59	ROTATE_90
bin5BADparticle41.bmp	60	FLIP_TOP_BOTTOM
bin5particle122.bmp	61	None
bin5particle273.bmp	62	ROTATE_270
bin5particle168.bmp	63	None
bin5BADparticle26.bmp	64	None
bin5particle72.bmp	65	None
bin5particle170.bmp	66	None
bin5particle229.bmp	67	FLIP_LEFT_RIGHT
bin5particle197.bmp	68	None
bin5particle109.bmp	69	ROTATE_270
bin5BADparticle2.bmp	70	FLIP_TOP_BOTTOM
bin5particle391.bmp	71	FLIP_TOP_BOTTOM
bin5particle158.bmp	72	ROTATE_90
bin5particle381.bmp	73	None
bin5particle290.bmp	74	FLIP_LEFT_RIGHT
bin5BADparticle76.bmp	75	ROTATE_90
bin5particle324.bmp	76	None
bin5particle330.bmp	77	ROTATE_90
bin5particle226.bmp	78	ROTATE_180
bin5particle411.bmp	79	FLIP_LEFT_RIGHT
bin5BADparticle72.bmp	80	FLIP_LEFT_RIGHT
bin5particle303.bmp	81	ROTATE_90
bin5particle204.bmp	82	FLIP_LEFT_RIGHT
bin5particle1.bmp	83	ROTATE_90
bin5particle258.bmp	84	None
bin5particle200.bmp	85	None
bin5particle92.bmp	86	None
bin5particle194.bmp	87	FLIP_TOP_BOTTOM
bin5particle23.bmp	88	ROTATE_270
bin5particle66.bmp	89	None
bin5BADparticle83.bmp	90	FLIP_TOP_BOTTOM
bin5particle219.bmp	91	ROTATE_90
bin5BADparticle11.bmp	92	ROTATE_180
bin5particle111.bmp	93	None
bin5BADparticle13.bmp	94	ROTATE_90
bin5particle286.bmp	95	ROTATE_180
bin5particle370.bmp	96	ROTATE_270
bin5BADparticle96.bmp	97	FLIP_TOP_BOTTOM
bin5particle261.bmp	98	FLIP_TOP_BOTTOM
bin5particle36.bmp	99	FLIP_LEFT_RIGHT
74	26
